datasetkey;confidence_level;title;text;access;reference
98436813-7443-41cf-ae89-c53d199af8d0;1;Swiss National Fish Databank;Zaugg B, Capt S (2022). Swiss National Fish Databank. Version 1.2. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/czac7m accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;Zaugg B, Capt S (2022). Swiss National Fish Databank. Version 1.2. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/czac7m accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
eb4b2590-2eb1-4e9d-b543-aef0ed9f4dee;1;Réserves Naturelles de France (RNF) - RNF - Données du Syndicat de Gestion des Gorges de l'Ardêche;Inventaire National du Patrimoine Naturel (2017). Réserves Naturelles de France (RNF) - RNF - Données du Syndicat de Gestion des Gorges de l'Ardêche. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/s1d7fm accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;Inventaire National du Patrimoine Naturel (2017). Réserves Naturelles de France (RNF) - RNF - Données du Syndicat de Gestion des Gorges de l'Ardêche. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/s1d7fm accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
cdafb94e-6dcc-44de-b0ef-98439a1ca28e;1;Réserves Naturelles de France (RNF) - RNF - Données du Conservatoire d'espaces naturel Centre;Inventaire National du Patrimoine Naturel (2017). Réserves Naturelles de France (RNF) - RNF - Données du Conservatoire d'espaces naturel Centre. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/cuj0gy accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;Inventaire National du Patrimoine Naturel (2017). Réserves Naturelles de France (RNF) - RNF - Données du Conservatoire d'espaces naturel Centre. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/cuj0gy accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
913fdc05-687e-4e46-953f-150a7594f340;1;Données LPO Réserves Naturelles Nationales - Données LPO Réserve naturelle régionale du marais de la Vacherie;Inventaire National du Patrimoine Naturel (2019). Données LPO Réserves Naturelles Nationales - Données LPO Réserve naturelle régionale du marais de la Vacherie. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/siaepb accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;Inventaire National du Patrimoine Naturel (2019). Données LPO Réserves Naturelles Nationales - Données LPO Réserve naturelle régionale du marais de la Vacherie. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/siaepb accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
e2b9a599-b5b4-4196-8c2a-d57f678208be;1;Données naturalistes CEN Centre-Val de Loire - Conservatoire d'espaces naturels Centre-Val de Loire - Données Faune au 1/11/2020;Inventaire National du Patrimoine Naturel (2021). Données naturalistes CEN Centre-Val de Loire - Conservatoire d'espaces naturels Centre-Val de Loire - Données Faune au 1/11/2020. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/mbpzrf accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;Inventaire National du Patrimoine Naturel (2021). Données naturalistes CEN Centre-Val de Loire - Conservatoire d'espaces naturels Centre-Val de Loire - Données Faune au 1/11/2020. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/mbpzrf accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
2b3a8ad6-c040-4105-9eae-cfdf0003cf88;2;Freshwater fish records via iRecord;Freshwater Fish Recording Scheme (2023). Freshwater fish records via iRecord. Occurrence dataset https://doi.org/10.15468/eeafla accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;Freshwater Fish Recording Scheme (2023). Freshwater fish records via iRecord. Occurrence dataset https://doi.org/10.15468/eeafla accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
147834a9-fbff-4357-b8b8-e755c62df2ce;1;Données du CEN Picardie concernant la Faune, la Flore et la Fonge - Données faune, flore et fonge du Conservatoire des espaces naturels de Picardie;Inventaire National du Patrimoine Naturel (2020). Données du CEN Picardie concernant la Faune, la Flore et la Fonge - Données faune, flore et fonge du Conservatoire des espaces naturels de Picardie. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/eogcjy accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;Inventaire National du Patrimoine Naturel (2020). Données du CEN Picardie concernant la Faune, la Flore et la Fonge - Données faune, flore et fonge du Conservatoire des espaces naturels de Picardie. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/eogcjy accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
702973cf-6935-45bf-ba31-cecee3571cf9;1;VIS - Estuarine monitoring in Flanders, Belgium (post 2013);Breine J, Brosens D, Desmet P (2021). VIS - Estuarine monitoring in Flanders, Belgium (post 2013). Version 1.12. Research Institute for Nature and Forest (INBO). Sampling event dataset https://doi.org/10.15468/jhv16z accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;Breine J, Brosens D, Desmet P (2021). VIS - Estuarine monitoring in Flanders, Belgium (post 2013). Version 1.12. Research Institute for Nature and Forest (INBO). Sampling event dataset https://doi.org/10.15468/jhv16z accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
5147bb2c-6cc0-425d-98a5-d01bb909fd59;1;Fishes of water bodies of Rzhyshchiv city amalgamated territorial community (CATC);Kutsokon Y, Didenko O, Shcherbatiuk M, Gurbyk O, Buzevych O, Marushchak O (2022). Fishes of water bodies of Rzhyshchiv city amalgamated territorial community (CATC). Version 1.5. Ukrainian Nature Conservation Group (NGO). Occurrence dataset https://doi.org/10.15468/ftwx4e accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;Kutsokon Y, Didenko O, Shcherbatiuk M, Gurbyk O, Buzevych O, Marushchak O (2022). Fishes of water bodies of Rzhyshchiv city amalgamated territorial community (CATC). Version 1.5. Ukrainian Nature Conservation Group (NGO). Occurrence dataset https://doi.org/10.15468/ftwx4e accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
ebbe25bd-c0ce-4c14-9608-3a55fed82620;1;City of Amsterdam (NL) - Fyke Fishing Piet Ruiter;Brouwer A (2020). City of Amsterdam (NL) - Fyke Fishing Piet Ruiter. Version 1.7. City of Amsterdam. Occurrence dataset https://doi.org/10.15468/udtoqy accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;Brouwer A (2020). City of Amsterdam (NL) - Fyke Fishing Piet Ruiter. Version 1.7. City of Amsterdam. Occurrence dataset https://doi.org/10.15468/udtoqy accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
256acc28-ca45-4403-a38d-1c19473d9f23;1;Regroupement d'études et inventaires - Regroupement de l'ensemble des données;Inventaire National du Patrimoine Naturel (2021). Regroupement d'études et inventaires - Regroupement de l'ensemble des données. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/jmtuvh accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;Inventaire National du Patrimoine Naturel (2021). Regroupement d'études et inventaires - Regroupement de l'ensemble des données. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/jmtuvh accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
70f49e37-aea1-4ede-a21a-03057bc0a984;1;Données Faune Base SIRFF - FNE Centre-Val de Loire - Système d’Information Régional sur la Faune et la Flore - FNE Centre-Val de Loire - Données 2016;Inventaire National du Patrimoine Naturel (2017). Données Faune Base SIRFF - FNE Centre-Val de Loire - Système d’Information Régional sur la Faune et la Flore - FNE Centre-Val de Loire - Données 2016. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/pobntk accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;Inventaire National du Patrimoine Naturel (2017). Données Faune Base SIRFF - FNE Centre-Val de Loire - Système d’Information Régional sur la Faune et la Flore - FNE Centre-Val de Loire - Données 2016. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/pobntk accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
7ad079e7-f905-444f-a228-01746e3b7c6b;2;Visiolittoral : Base de données de la communauté de travail du Conservatoire du littoral - Visiolittoral : surveillance naturaliste des sites du Conservatoire du littoral;Inventaire National du Patrimoine Naturel (2022). Visiolittoral : Base de données de la communauté de travail du Conservatoire du littoral - Visiolittoral : surveillance naturaliste des sites du Conservatoire du littoral. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/e8x2w5 accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;Inventaire National du Patrimoine Naturel (2022). Visiolittoral : Base de données de la communauté de travail du Conservatoire du littoral - Visiolittoral : surveillance naturaliste des sites du Conservatoire du littoral. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/e8x2w5 accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
ef4bd28b-4a8f-49a1-aea6-85973c073f2c;1;Système d'Information sur la Nature et les Paysages d'Ile de France - Données de la structure Seine-et-Marne Environnement provenant de la base de donnée du SINP Île-de-France CETTIA;Inventaire National du Patrimoine Naturel (2018). Système d'Information sur la Nature et les Paysages d'Ile de France - Données de la structure Seine-et-Marne Environnement provenant de la base de donnée du SINP Île-de-France CETTIA. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/nlto1y accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;Inventaire National du Patrimoine Naturel (2018). Système d'Information sur la Nature et les Paysages d'Ile de France - Données de la structure Seine-et-Marne Environnement provenant de la base de donnée du SINP Île-de-France CETTIA. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/nlto1y accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
df12ca07-f133-4550-ab3b-fde13f0e76ba;1;Lajitietokeskus/FinBIF - Notebook, general observations;Finnish Biodiversity Information Facility (2023). Lajitietokeskus/FinBIF - Notebook, general observations. Occurrence dataset https://doi.org/10.15468/4g56tp accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;Finnish Biodiversity Information Facility (2023). Lajitietokeskus/FinBIF - Notebook, general observations. Occurrence dataset https://doi.org/10.15468/4g56tp accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
76dd6d41-8013-495e-9b0a-4683c410825d;1;Données poissons et écrevisses issues de bureaux d'études ou autres organismes - Données de TELEOS;Inventaire National du Patrimoine Naturel (2022). Données poissons et écrevisses issues de bureaux d'études ou autres organismes - Données de TELEOS. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/3add3m accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;Inventaire National du Patrimoine Naturel (2022). Données poissons et écrevisses issues de bureaux d'études ou autres organismes - Données de TELEOS. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/3add3m accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
a99ca3c9-7448-4bf6-aba5-0ef61b01232c;1;Rotherham Biological Records Centre - Non-sensitive Records from all taxonomic groups;Rotherham Biological Records Centre (2022). Rotherham Biological Records Centre - Non-sensitive Records from all taxonomic groups. Occurrence dataset https://doi.org/10.15468/d3tufo accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;Rotherham Biological Records Centre (2022). Rotherham Biological Records Centre - Non-sensitive Records from all taxonomic groups. Occurrence dataset https://doi.org/10.15468/d3tufo accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
15b0caaf-bf00-4821-a772-5c1388278ef0;1;CLICNAT- Base de données naturaliste picarde - Données de la Fédération de la Somme pour la pêche et la protection du milieu aquatique.;Inventaire National du Patrimoine Naturel (2021). CLICNAT- Base de données naturaliste picarde - Données de la Fédération de la Somme pour la pêche et la protection du milieu aquatique.. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/qktf6x accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;Inventaire National du Patrimoine Naturel (2021). CLICNAT- Base de données naturaliste picarde - Données de la Fédération de la Somme pour la pêche et la protection du milieu aquatique.. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/qktf6x accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
962f59bc-f762-11e1-a439-00145eb45e9a;1;Collections and observation data National Museum of Natural History Luxembourg;National Museum of Natural History, Luxembourg (2022). Collections and observation data National Museum of Natural History Luxembourg. Occurrence dataset https://doi.org/10.15468/s2iu7d accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;National Museum of Natural History, Luxembourg (2022). Collections and observation data National Museum of Natural History Luxembourg. Occurrence dataset https://doi.org/10.15468/s2iu7d accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
1c599438-5abd-484f-8deb-d0263dec510f;1;AquaInvaders;Nature Locator (2023). AquaInvaders. Occurrence dataset https://doi.org/10.15468/nagz1b accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;Nature Locator (2023). AquaInvaders. Occurrence dataset https://doi.org/10.15468/nagz1b accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
e91c998f-2fd8-41f4-ad9f-1d7507326a7e;2;Inventaires piscicoles réalisés par les Fédérations de Pêche dans le cadre du suivi de stations - Suivi fédéral / pêche complète;Inventaire National du Patrimoine Naturel (2022). Inventaires piscicoles réalisés par les Fédérations de Pêche dans le cadre du suivi de stations - Suivi fédéral / pêche complète. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/vkv4dh accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;Inventaire National du Patrimoine Naturel (2022). Inventaires piscicoles réalisés par les Fédérations de Pêche dans le cadre du suivi de stations - Suivi fédéral / pêche complète. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/vkv4dh accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
d0cee8f6-dbf9-4355-a9c2-62ab51fe36fd;1;Invasive Species and Pests;Centre for Environmental Data and Recording (2021). Invasive Species and Pests. Occurrence dataset https://doi.org/10.15468/agj5z3 accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;Centre for Environmental Data and Recording (2021). Invasive Species and Pests. Occurrence dataset https://doi.org/10.15468/agj5z3 accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
68ad7ec2-0f89-4d32-9ad2-650c88899eb8;1;Yorkshire Wildlife Trust - Non-sensitive records from all taxonomic groups;Yorkshire Wildlife Trust (2022). Yorkshire Wildlife Trust - Non-sensitive records from all taxonomic groups. Occurrence dataset https://doi.org/10.15468/2razk5 accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;Yorkshire Wildlife Trust (2022). Yorkshire Wildlife Trust - Non-sensitive records from all taxonomic groups. Occurrence dataset https://doi.org/10.15468/2razk5 accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
efb3f1a0-43d5-4ae6-a58f-4fd61043756a;1;National Trust for Scotland Species Records;National Trust for Scotland (2021). National Trust for Scotland Species Records. Occurrence dataset https://doi.org/10.15468/a5y1cz accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;National Trust for Scotland (2021). National Trust for Scotland Species Records. Occurrence dataset https://doi.org/10.15468/a5y1cz accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
c7730a08-74b4-48cd-80a7-831a19ac660d;1;Biodiversitätsdatenbank Nationalpark Hohe Tauern;Haus der Natur Salzburg, Museum für Natur und Technik. Biodiversitätsdatenbank Nationalpark Hohe Tauern. Occurrence dataset https://doi.org/10.15468/k4qyyw accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;Haus der Natur Salzburg, Museum für Natur und Technik. Biodiversitätsdatenbank Nationalpark Hohe Tauern. Occurrence dataset https://doi.org/10.15468/k4qyyw accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
aba82d28-5a92-46b9-b38c-e8774caab20d;1;EDP Foz-Tua:  Fishes – Ecological Monitoring Program [2011-2017];Pinheiro P, Godinho F, Rivaes R, Oliveira J, Múrias T (2020). EDP Foz-Tua:  Fishes – Ecological Monitoring Program [2011-2017]. EDP - Energias de Portugal. Sampling event dataset https://doi.org/10.15468/f29xbn accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;Pinheiro P, Godinho F, Rivaes R, Oliveira J, Múrias T (2020). EDP Foz-Tua:  Fishes – Ecological Monitoring Program [2011-2017]. EDP - Energias de Portugal. Sampling event dataset https://doi.org/10.15468/f29xbn accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
09035b62-5cf1-4ac9-8632-2eb9c46695a5;1;RNF | Ichtyofaune Prés salés, socle commun (Espaces protégés de la LPO France et de l'OFB) - RNF Prés salés - Biométrie de l'ichtyofaune relâchée | RNN Baie de l'Aiguillon;Inventaire National du Patrimoine Naturel (2022). RNF | Ichtyofaune Prés salés, socle commun (Espaces protégés de la LPO France et de l'OFB) - RNF Prés salés - Biométrie de l'ichtyofaune relâchée | RNN Baie de l'Aiguillon. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/3suaxt accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;Inventaire National du Patrimoine Naturel (2022). RNF | Ichtyofaune Prés salés, socle commun (Espaces protégés de la LPO France et de l'OFB) - RNF Prés salés - Biométrie de l'ichtyofaune relâchée | RNN Baie de l'Aiguillon. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/3suaxt accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
732b8816-1367-4cb2-80f9-343063ed3442;1;Système d'Information sur la Nature et les Paysages d'Ile de France - Données de la structure Naturessonne provenant de la base de donnée du SINP Île-de-France CETTIA;Inventaire National du Patrimoine Naturel (2018). Système d'Information sur la Nature et les Paysages d'Ile de France - Données de la structure Naturessonne provenant de la base de donnée du SINP Île-de-France CETTIA. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/pfgk5j accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;Inventaire National du Patrimoine Naturel (2018). Système d'Information sur la Nature et les Paysages d'Ile de France - Données de la structure Naturessonne provenant de la base de donnée du SINP Île-de-France CETTIA. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/pfgk5j accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
b2906713-07c4-41b1-887f-adfc0a24b3ab;1;VIS - Reference freshwater monitoring in Flanders, Belgium (post 2013);Van Thuyne G, Breine J, Brosens D (2021). VIS - Reference freshwater monitoring in Flanders, Belgium (post 2013). Version 1.10. Research Institute for Nature and Forest (INBO). Sampling event dataset https://doi.org/10.15468/klsy8u accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;Van Thuyne G, Breine J, Brosens D (2021). VIS - Reference freshwater monitoring in Flanders, Belgium (post 2013). Version 1.10. Research Institute for Nature and Forest (INBO). Sampling event dataset https://doi.org/10.15468/klsy8u accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
4122d469-dcf1-4dc3-a71e-d744c03faa4f;1;RECORD Freshwater Fish Data;Record (2022). RECORD Freshwater Fish Data. Occurrence dataset https://doi.org/10.15468/m5tosv accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;Record (2022). RECORD Freshwater Fish Data. Occurrence dataset https://doi.org/10.15468/m5tosv accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
a354b5cb-9883-4e06-9313-cff9875d8a18;1;RD761 - CONTOURNEMENT DES ALLEUDS INVENTAIRES 2014-2019 2;Inventaire National du Patrimoine Naturel (2021). RD761 - CONTOURNEMENT DES ALLEUDS INVENTAIRES 2014-2019 2. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/rjvx4g accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;Inventaire National du Patrimoine Naturel (2021). RD761 - CONTOURNEMENT DES ALLEUDS INVENTAIRES 2014-2019 2. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/rjvx4g accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
8e9974a4-12e2-475f-9aec-5abdf24a1f50;1;Programme CROMIS: carnet de plongée en ligne de la FFESSM - Observations d'espèces subaquatiques collectées par les utilisateurs de CROMIS;Inventaire National du Patrimoine Naturel (2022). Programme CROMIS: carnet de plongée en ligne de la FFESSM - Observations d'espèces subaquatiques collectées par les utilisateurs de CROMIS. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/63ju7z accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;Inventaire National du Patrimoine Naturel (2022). Programme CROMIS: carnet de plongée en ligne de la FFESSM - Observations d'espèces subaquatiques collectées par les utilisateurs de CROMIS. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/63ju7z accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
e3ce628e-9683-4af7-b7a9-47eef785d3bb;2;Earth Guardians Weekly Feed;Questagame (2022). Earth Guardians Weekly Feed. Occurrence dataset https://doi.org/10.15468/slqqt8 accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;Questagame (2022). Earth Guardians Weekly Feed. Occurrence dataset https://doi.org/10.15468/slqqt8 accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
9450ec8a-43a6-45a0-93f7-c54bbf7de0fc;2;Système d'Information sur la Nature et les Paysages d'Ile de France - Données du/de la naturaliste Hasrouni Sami provenant de la base de donnée du SINP Île-de-France CETTIA;Inventaire National du Patrimoine Naturel (2018). Système d'Information sur la Nature et les Paysages d'Ile de France - Données du/de la naturaliste Hasrouni Sami provenant de la base de donnée du SINP Île-de-France CETTIA. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/smzcjv accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;Inventaire National du Patrimoine Naturel (2018). Système d'Information sur la Nature et les Paysages d'Ile de France - Données du/de la naturaliste Hasrouni Sami provenant de la base de donnée du SINP Île-de-France CETTIA. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/smzcjv accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
c249ca5e-ef81-4687-a6fb-80520a048293;1;Système d'Information sur la Nature et les Paysages d'Ile de France - Données de la structure Ville de Paris provenant de la base de donnée du SINP Île-de-France CETTIA;Inventaire National du Patrimoine Naturel (2018). Système d'Information sur la Nature et les Paysages d'Ile de France - Données de la structure Ville de Paris provenant de la base de donnée du SINP Île-de-France CETTIA. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/0obof8 accessed via GBIF.org on 2023-05-24.;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24;Inventaire National du Patrimoine Naturel (2018). Système d'Information sur la Nature et les Paysages d'Ile de France - Données de la structure Ville de Paris provenant de la base de donnée du SINP Île-de-France CETTIA. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/0obof8 accessed via GBIF.org on 2023-05-24.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-24
