datasetkey;confidence_level;title;text;More;access;reference.1
61313732-a660-4fdf-9cfb-0d13d4553bbe;1;iRecord Surveys;Natural England (2023). iRecord Surveys. Occurrence dataset https://doi.org/10.15468/i7x5ca accessed via GBIF.org on 2023-05-17.;;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;Natural England (2023). iRecord Surveys. Occurrence dataset https://doi.org/10.15468/i7x5ca accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17
b18eba44-3193-4436-a6b0-75ee3ea54875;2;Community Foundation for Ireland Records;Oisín Duffy. Community Foundation for Ireland Records. National Biodiversity Data Centre. Occurrence dataset https://doi.org/10.15468/vpbxgk accessed via GBIF.org on 2023-05-17.;;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;Oisín Duffy. Community Foundation for Ireland Records. National Biodiversity Data Centre. Occurrence dataset https://doi.org/10.15468/vpbxgk accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17
a050bfe3-8e9a-4d0e-ac7b-27be216aeb66;1;LIGNE NOUVELLE MONTPELLIER PERPIGNAN DUP PHASE 1 - Crustacé aquatique d'eau douce - Inventaire non protocolé;Inventaire National du Patrimoine Naturel (2021). LIGNE NOUVELLE MONTPELLIER PERPIGNAN DUP PHASE 1 - Crustacé aquatique d'eau douce - Inventaire non protocolé. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/yqm5k2 accessed via GBIF.org on 2023-05-17.;;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;Inventaire National du Patrimoine Naturel (2021). LIGNE NOUVELLE MONTPELLIER PERPIGNAN DUP PHASE 1 - Crustacé aquatique d'eau douce - Inventaire non protocolé. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/yqm5k2 accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17
1c599438-5abd-484f-8deb-d0263dec510f;1;AquaInvaders;Nature Locator (2023). AquaInvaders. Occurrence dataset https://doi.org/10.15468/nagz1b accessed via GBIF.org on 2023-05-17.;;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;Nature Locator (2023). AquaInvaders. Occurrence dataset https://doi.org/10.15468/nagz1b accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17
8ab8d9c8-f762-11e1-a439-00145eb45e9a;1;Tag der Artenvielfalt;GEO-Tag der Artenvielfalt. Tag der Artenvielfalt. Occurrence dataset https://doi.org/10.15468/ikbfss accessed via GBIF.org on 2023-05-17.;;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;GEO-Tag der Artenvielfalt. Tag der Artenvielfalt. Occurrence dataset https://doi.org/10.15468/ikbfss accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17
b7def985-a35c-4b2d-9b5c-7e48f9fd8751;2;CardObs : Observations naturalistes issues de l'outil CardObs - Données naturalistes de Monsieur Pratz Jean-Louis;Inventaire National du Patrimoine Naturel (2017). CardObs : Observations naturalistes issues de l'outil CardObs - Données naturalistes de Monsieur Pratz Jean-Louis. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/gnzy46 accessed via GBIF.org on 2023-05-17.;;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;Inventaire National du Patrimoine Naturel (2017). CardObs : Observations naturalistes issues de l'outil CardObs - Données naturalistes de Monsieur Pratz Jean-Louis. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/gnzy46 accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17
4939f5ba-e740-4f16-87fc-e2eac9b26cab;1;Système d'Information sur la Nature et les Paysages d'Ile de France - Données de la structure Département 77 provenant de la base de donnée du SINP Île-de-France CETTIA;Inventaire National du Patrimoine Naturel (2018). Système d'Information sur la Nature et les Paysages d'Ile de France - Données de la structure Département 77 provenant de la base de donnée du SINP Île-de-France CETTIA. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/vezows accessed via GBIF.org on 2023-05-17.;;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;Inventaire National du Patrimoine Naturel (2018). Système d'Information sur la Nature et les Paysages d'Ile de France - Données de la structure Département 77 provenant de la base de donnée du SINP Île-de-France CETTIA. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/vezows accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17
06a94895-8b0e-4021-9cdf-3e9476b2bf2f;1;Système d'Information sur la Nature et les Paysages d'Ile de France - Données de la structure ONEMA/AFB provenant de la base de donnée du SINP Île-de-France CETTIA;Inventaire National du Patrimoine Naturel (2018). Système d'Information sur la Nature et les Paysages d'Ile de France - Données de la structure ONEMA/AFB provenant de la base de donnée du SINP Île-de-France CETTIA. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/qqpilv accessed via GBIF.org on 2023-05-17.;;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;Inventaire National du Patrimoine Naturel (2018). Système d'Information sur la Nature et les Paysages d'Ile de France - Données de la structure ONEMA/AFB provenant de la base de donnée du SINP Île-de-France CETTIA. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/qqpilv accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17
2ce1d8a6-8219-4653-870a-4ea181d4989f;1;Données Faune Base SIRFF - FNE Centre-Val de Loire - FNE Centre-Val de Loire - Données SIRFF 2018-2020;Inventaire National du Patrimoine Naturel (2021). Données Faune Base SIRFF - FNE Centre-Val de Loire - FNE Centre-Val de Loire - Données SIRFF 2018-2020. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/wsr7aj accessed via GBIF.org on 2023-05-17.;;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;Inventaire National du Patrimoine Naturel (2021). Données Faune Base SIRFF - FNE Centre-Val de Loire - FNE Centre-Val de Loire - Données SIRFF 2018-2020. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/wsr7aj accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17
c9d089f6-7cf5-4204-9952-c8ac79da38de;1;Water Framework Directive AGE, Recorder-Lux database;National Museum of Natural History, Luxembourg (2022). Water Framework Directive AGE, Recorder-Lux database. Version 1.6. Occurrence dataset https://doi.org/10.15468/mhcb8w accessed via GBIF.org on 2023-05-17.;;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;National Museum of Natural History, Luxembourg (2022). Water Framework Directive AGE, Recorder-Lux database. Version 1.6. Occurrence dataset https://doi.org/10.15468/mhcb8w accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17
7efa5937-15dd-4b6a-b18e-a830a094455c;1;Inventaire de la réserve naturelle géologique de Saucats - La Brède - Etude sur les protocoles I2M2;Inventaire National du Patrimoine Naturel (2021). Inventaire de la réserve naturelle géologique de Saucats - La Brède - Etude sur les protocoles I2M2. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/7c8jvm accessed via GBIF.org on 2023-05-17.;;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;Inventaire National du Patrimoine Naturel (2021). Inventaire de la réserve naturelle géologique de Saucats - La Brède - Etude sur les protocoles I2M2. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/7c8jvm accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17
7e6df30d-d8af-438d-bb01-5a528f6f4fa3;1;Programme CarNET B (Cartographie Nationale des Enjeux Territorialisés de Biodiversité Remarquable) - Carnet B Centre - lot 2012;Inventaire National du Patrimoine Naturel (2018). Programme CarNET B (Cartographie Nationale des Enjeux Territorialisés de Biodiversité Remarquable) - Carnet B Centre - lot 2012. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/yf9rqu accessed via GBIF.org on 2023-05-17.;;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;Inventaire National du Patrimoine Naturel (2018). Programme CarNET B (Cartographie Nationale des Enjeux Territorialisés de Biodiversité Remarquable) - Carnet B Centre - lot 2012. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/yf9rqu accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17
16cea338-38b9-47f8-bde1-5bf4a613ea3d;1;Base de données faune - DREAL Centre-Val de Loire. Points / polylignes;Inventaire National du Patrimoine Naturel (2017). Base de données faune - DREAL Centre-Val de Loire. Points / polylignes. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/fkrsvb accessed via GBIF.org on 2023-05-17.;;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;Inventaire National du Patrimoine Naturel (2017). Base de données faune - DREAL Centre-Val de Loire. Points / polylignes. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/fkrsvb accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17
96165cbe-38aa-43fd-a11d-5b5346f05f10;1;Inventaire de la réserve naturelle géologique de Saucats - La Brède - Inventaire entomologiques;Inventaire National du Patrimoine Naturel (2021). Inventaire de la réserve naturelle géologique de Saucats - La Brède - Inventaire entomologiques. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/8jjd8a accessed via GBIF.org on 2023-05-17.;;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;Inventaire National du Patrimoine Naturel (2021). Inventaire de la réserve naturelle géologique de Saucats - La Brède - Inventaire entomologiques. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/8jjd8a accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17
5e8e721a-f830-47a5-ac25-5371f50a7e48;1;Suivi et inventaire de la réserve naturelle de Saucats - La Brède - Inventaire et suivi Entomologiques de 2012-2013;Inventaire National du Patrimoine Naturel (2021). Suivi et inventaire de la réserve naturelle de Saucats - La Brède - Inventaire et suivi Entomologiques de 2012-2013. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/pee75t accessed via GBIF.org on 2023-05-17.;;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;Inventaire National du Patrimoine Naturel (2021). Suivi et inventaire de la réserve naturelle de Saucats - La Brède - Inventaire et suivi Entomologiques de 2012-2013. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/pee75t accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17
8d7bb962-d8ed-4318-8f45-d4b5248802e2;1;BD de la plateforme partagée pour la diffusion des données naturalistes de Normandie - Centralisation des données d'études sur le territoire de la Communauté de Communes de la Côte d'Albâtre;Inventaire National du Patrimoine Naturel (2019). BD de la plateforme partagée pour la diffusion des données naturalistes de Normandie - Centralisation des données d'études sur le territoire de la Communauté de Communes de la Côte d'Albâtre. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/ttkfwr accessed via GBIF.org on 2023-05-17.;;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;Inventaire National du Patrimoine Naturel (2019). BD de la plateforme partagée pour la diffusion des données naturalistes de Normandie - Centralisation des données d'études sur le territoire de la Communauté de Communes de la Côte d'Albâtre. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/ttkfwr accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17
a8c38b89-47ff-4e0e-b16e-646899d1d3fd;2;Système d'Information sur la Nature et les Paysages d'Ile de France - Données d'observateurs divers (observateurs transmettant un nombre de données peu élevé) saisies dans Cettia-idf;Inventaire National du Patrimoine Naturel (2018). Système d'Information sur la Nature et les Paysages d'Ile de France - Données d'observateurs divers (observateurs transmettant un nombre de données peu élevé) saisies dans Cettia-idf. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/uurom6 accessed via GBIF.org on 2023-05-17.;;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;Inventaire National du Patrimoine Naturel (2018). Système d'Information sur la Nature et les Paysages d'Ile de France - Données d'observateurs divers (observateurs transmettant un nombre de données peu élevé) saisies dans Cettia-idf. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/uurom6 accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17
97eccb39-8a7b-4711-82ef-5f61afc1cf0c;2;Dr Mary Gillham Archive Project;South East Wales Biodiversity Records Centre (2023). Dr Mary Gillham Archive Project. Occurrence dataset https://doi.org/10.15468/ajv47f accessed via GBIF.org on 2023-05-17.;;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;South East Wales Biodiversity Records Centre (2023). Dr Mary Gillham Archive Project. Occurrence dataset https://doi.org/10.15468/ajv47f accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17
daae5a66-7bb4-4431-ac3c-a1bf70ca3407;1;Stackpole National Nature Reserve Species Inventory and Ad-hoc Sightings from Across Pembrokeshire;Natural Resources Wales (2022). Stackpole National Nature Reserve Species Inventory and Ad-hoc Sightings from Across Pembrokeshire. Occurrence dataset https://doi.org/10.15468/k6hvb8 accessed via GBIF.org on 2023-05-17.;;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;Natural Resources Wales (2022). Stackpole National Nature Reserve Species Inventory and Ad-hoc Sightings from Across Pembrokeshire. Occurrence dataset https://doi.org/10.15468/k6hvb8 accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17
8821e36f-2d25-44c8-a95e-fb978f38ecde;1;SER Site-based Surveys;Staffordshire Ecological Record (2022). SER Site-based Surveys. Occurrence dataset https://doi.org/10.15468/h2yko0 accessed via GBIF.org on 2023-05-17.;;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;Staffordshire Ecological Record (2022). SER Site-based Surveys. Occurrence dataset https://doi.org/10.15468/h2yko0 accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17
6e09f9dc-0bf2-4c20-8ff6-bd898bbc4831;1;Radnorshire Wildlife Trust records held by BIS;BIS for Powys & Brecon Beacons National Park (2022). Radnorshire Wildlife Trust records held by BIS. Occurrence dataset https://doi.org/10.15468/hxqokw accessed via GBIF.org on 2023-05-17.;;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;BIS for Powys & Brecon Beacons National Park (2022). Radnorshire Wildlife Trust records held by BIS. Occurrence dataset https://doi.org/10.15468/hxqokw accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17
e87e14f1-76e9-48a1-8378-98cc909eb301;1;WTSWW Data: All Taxa (West Wales);West Wales Biodiversity Information Centre (2022). WTSWW Data: All Taxa (West Wales). Occurrence dataset https://doi.org/10.15468/gaakk2 accessed via GBIF.org on 2023-05-17.;;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;West Wales Biodiversity Information Centre (2022). WTSWW Data: All Taxa (West Wales). Occurrence dataset https://doi.org/10.15468/gaakk2 accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17
29ce88ff-5cf1-47fd-af44-8477c52c910c;1;Isle of Man historical wildlife records 1990 to 1994;Manx Biological Recording Partnership (2022). Isle of Man historical wildlife records 1990 to 1994. Occurrence dataset https://doi.org/10.15468/aru16v accessed via GBIF.org on 2023-05-17.;;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;Manx Biological Recording Partnership (2022). Isle of Man historical wildlife records 1990 to 1994. Occurrence dataset https://doi.org/10.15468/aru16v accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17
51de9c85-0337-4c68-9783-f13bc0aac15f;1;Commissioned surveys and staff surveys and reports for Scottish Wildlife Trust reserves - Unassessed data;Scottish Wildlife Trust (2020). Commissioned surveys and staff surveys and reports for Scottish Wildlife Trust reserves - Unassessed data. Occurrence dataset https://doi.org/10.15468/dfwjgc accessed via GBIF.org on 2023-05-17.;;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;Scottish Wildlife Trust (2020). Commissioned surveys and staff surveys and reports for Scottish Wildlife Trust reserves - Unassessed data. Occurrence dataset https://doi.org/10.15468/dfwjgc accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17
d0d1b5f8-695a-4b08-a345-439d77b9902e;1;Lothian Wildlife Information Centre surveys (Invertebrates - general);The Wildlife Information Centre (2022). Lothian Wildlife Information Centre surveys (Invertebrates - general). Occurrence dataset https://doi.org/10.15468/raxra9 accessed via GBIF.org on 2023-05-17.;;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;The Wildlife Information Centre (2022). Lothian Wildlife Information Centre surveys (Invertebrates - general). Occurrence dataset https://doi.org/10.15468/raxra9 accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17
aba10cb3-e79b-45f8-91a7-ef79d2133af9;1;City of Edinburgh Natural Heritage Service - Ranger Ad-hoc records and sightings;The Wildlife Information Centre (2021). City of Edinburgh Natural Heritage Service - Ranger Ad-hoc records and sightings. Occurrence dataset https://doi.org/10.15468/ealk6c accessed via GBIF.org on 2023-05-17.;;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;The Wildlife Information Centre (2021). City of Edinburgh Natural Heritage Service - Ranger Ad-hoc records and sightings. Occurrence dataset https://doi.org/10.15468/ealk6c accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17
cef450df-7155-4c9d-9eb3-7b9b4d868bfa;1;Sheffield and Rotherham Wildlife Trust - Records;Sheffield and Rotherham Wildlife Trust (2023). Sheffield and Rotherham Wildlife Trust - Records. Occurrence dataset https://doi.org/10.15468/x3wdpp accessed via GBIF.org on 2023-05-17.;;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;Sheffield and Rotherham Wildlife Trust (2023). Sheffield and Rotherham Wildlife Trust - Records. Occurrence dataset https://doi.org/10.15468/x3wdpp accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17
90eae6b8-57d2-4d24-8eb3-1dbde00f1669;1;NRW Regional Data: North Wales;Cofnod – North Wales Environmental Information Service (2023). NRW Regional Data: North Wales. Occurrence dataset https://doi.org/10.15468/krljpu accessed via GBIF.org on 2023-05-17.;;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;Cofnod – North Wales Environmental Information Service (2023). NRW Regional Data: North Wales. Occurrence dataset https://doi.org/10.15468/krljpu accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17
8e2961c9-5996-474b-9bfc-90370e04448b;1;Ecological surveys from Bardon Hill undertaken in the period 2000 to 2007;Aggregate Industries (2022). Ecological surveys from Bardon Hill undertaken in the period 2000 to 2007. Occurrence dataset https://doi.org/10.15468/6czvbo accessed via GBIF.org on 2023-05-17.;;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;Aggregate Industries (2022). Ecological surveys from Bardon Hill undertaken in the period 2000 to 2007. Occurrence dataset https://doi.org/10.15468/6czvbo accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17
2ae1fe04-6f12-4766-bdee-50e5b2dc1148;1;Species within North Ayrshire from 1984 - Present;North Ayrshire Countryside Ranger Service (2022). Species within North Ayrshire from 1984 - Present. Occurrence dataset https://doi.org/10.15468/tvj834 accessed via GBIF.org on 2023-05-17.;;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;North Ayrshire Countryside Ranger Service (2022). Species within North Ayrshire from 1984 - Present. Occurrence dataset https://doi.org/10.15468/tvj834 accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17
339d7931-baca-4660-b650-93836399567f;1;SNH Invertebrate Site Condition Monitoring of Invertebrate Assemblages at ten SSSIs, 2011-12;Caledonian Conservation (2023). SNH Invertebrate Site Condition Monitoring of Invertebrate Assemblages at ten SSSIs, 2011-12. Occurrence dataset https://doi.org/10.15468/rraqic accessed via GBIF.org on 2023-05-17.;;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;Caledonian Conservation (2023). SNH Invertebrate Site Condition Monitoring of Invertebrate Assemblages at ten SSSIs, 2011-12. Occurrence dataset https://doi.org/10.15468/rraqic accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17
ee0321a6-9e6d-4501-94aa-f12cef9c5680;1;David Dodds Associates Ltd - Species Records;The Wildlife Information Centre (2020). David Dodds Associates Ltd - Species Records. Occurrence dataset https://doi.org/10.15468/ie4asf accessed via GBIF.org on 2023-05-17.;;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;The Wildlife Information Centre (2020). David Dodds Associates Ltd - Species Records. Occurrence dataset https://doi.org/10.15468/ie4asf accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17
c665b271-454b-4844-a039-426dac634908;1;Leicestershire and Rutland Environmental Records Centre records 2015-2019;Leicestershire and Rutland Environmental Records Centre (2021). Leicestershire and Rutland Environmental Records Centre records 2015-2019. Occurrence dataset https://doi.org/10.15468/dues93 accessed via GBIF.org on 2023-05-17.;;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;Leicestershire and Rutland Environmental Records Centre (2021). Leicestershire and Rutland Environmental Records Centre records 2015-2019. Occurrence dataset https://doi.org/10.15468/dues93 accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17
ef7e0d45-c59f-4f48-afa3-53d9f545de56;2;St Andrews BioBlitz 2015;Fife Nature Records Centre (2022). St Andrews BioBlitz 2015. Occurrence dataset https://doi.org/10.15468/xtrbvy accessed via GBIF.org on 2023-05-17.;;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;Fife Nature Records Centre (2022). St Andrews BioBlitz 2015. Occurrence dataset https://doi.org/10.15468/xtrbvy accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17
c0e410ad-0d01-49f3-a837-71982c0e0c32;2;TWIC Biodiversity Field Trip Data (1995-present);The Wildlife Information Centre (2023). TWIC Biodiversity Field Trip Data (1995-present). Occurrence dataset https://doi.org/10.15468/ljc0ke accessed via GBIF.org on 2023-05-17.;;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;The Wildlife Information Centre (2023). TWIC Biodiversity Field Trip Data (1995-present). Occurrence dataset https://doi.org/10.15468/ljc0ke accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17
378264b9-9622-4dc0-9b18-b39818c8898e;1;Base BOMBINA du Parc Naturel régional Lorraine - Données bibliographique de la base BOMBINA;Inventaire National du Patrimoine Naturel (2019). Base BOMBINA du Parc Naturel régional Lorraine - Données bibliographique de la base BOMBINA. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/jrd2ir accessed via GBIF.org on 2023-05-17.;;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;Inventaire National du Patrimoine Naturel (2019). Base BOMBINA du Parc Naturel régional Lorraine - Données bibliographique de la base BOMBINA. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/jrd2ir accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17
05b22baa-5b85-4212-a93a-2fe81f5254dd;1;Base BOMBINA du Parc Naturel régional Lorraine - Modernisation des ZNIEFF du PnrL;Inventaire National du Patrimoine Naturel (2019). Base BOMBINA du Parc Naturel régional Lorraine - Modernisation des ZNIEFF du PnrL. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/2idi70 accessed via GBIF.org on 2023-05-17.;;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;Inventaire National du Patrimoine Naturel (2019). Base BOMBINA du Parc Naturel régional Lorraine - Modernisation des ZNIEFF du PnrL. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/2idi70 accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17
7f89b5f5-ce82-436b-9d27-ec9ba6540198;1;Données Faune de l'Agence des Espaces Verts (AEV) d'Ile de France;Inventaire National du Patrimoine Naturel (2016). Données Faune de l'Agence des Espaces Verts (AEV) d'Ile de France. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/o3ukgd accessed via GBIF.org on 2023-05-17.;;Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17;Inventaire National du Patrimoine Naturel (2016). Données Faune de l'Agence des Espaces Verts (AEV) d'Ile de France. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/o3ukgd accessed via GBIF.org on 2023-05-17.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2023-05-17
